img,individual,entry,rot,F,PixAcc
./results/DESIGNATE/R_0.2381354956077316_0.8620426584628059.png,"(0.2381354956077316, 0.8620426584628059)",2381,310,"(0.008793013035009739, 19.218245852733368)",0
./results/DESIGNATE/R_0.2381354956077316_0.8759584434122513.png,"(0.2381354956077316, 0.8759584434122513)",2381,315,"(0.007409209328604162, 22.94374093366507)",0
./results/DESIGNATE/R_0.2080134927329446_0.8777991031160175.png,"(0.2080134927329446, 0.8777991031160175)",2080,316,"(0.0032684233745009506, 22.726920060875294)",0
./results/DESIGNATE/R_0.20768812654879418_0.8869509068071867.png,"(0.20768812654879418, 0.8869509068071867)",2076,319,"(0.22428721047901437, 14.616420422567499)",0
./results/DESIGNATE/R_0.2080134927329446_0.8674996118209869.png,"(0.2080134927329446, 0.8674996118209869)",2080,312,"(0.0017644591061188309, 28.957357323893294)",0
./results/DESIGNATE/R_0.1582718616200894_0.8674466967136029.png,"(0.1582718616200894, 0.8674466967136029)",1582,312,"(0.05517077843798541, 14.40615088530347)",0
./results/DESIGNATE/R_0.2080134927329446_0.8122128046537067.png,"(0.2080134927329446, 0.8122128046537067)",2080,292,"(0.03331279067985586, 18.296704972257835)",0
./results/DESIGNATE/R_0.15812275666520045_0.8674049215470949.png,"(0.15812275666520045, 0.8674049215470949)",1581,312,"(0.21689972331831708, 12.143628713541476)",0
./results/DESIGNATE/R_0.2191307225984508_0.909817793627549.png,"(0.2191307225984508, 0.909817793627549)",2191,327,"(0.22438835655998696, 26.110530049619317)",0
./results/DESIGNATE/R_0.13429025200495276_0.9036898053716039.png,"(0.13429025200495276, 0.9036898053716039)",1342,325,"(0.24135035525665868, 26.484851091676102)",0
./results/DESIGNATE/R_0.1749508465919409_0.862300864880569.png,"(0.1749508465919409, 0.862300864880569)",1749,310,"(0.30768543932200804, 27.201926344023235)",0
./results/DESIGNATE/R_0.17092861979497717_0.8674049215470949.png,"(0.17092861979497717, 0.8674049215470949)",1709,312,"(0.2071552477699253, 14.907373634207564)",0
./results/DESIGNATE/R_0.20130708830462157_0.9501787231438965.png,"(0.20130708830462157, 0.9501787231438965)",2013,342,"(0.22732223235349455, 28.780540216383457)",0
./results/DESIGNATE/R_0.20855062391731513_0.6688078420934125.png,"(0.20855062391731513, 0.6688078420934125)",2085,240,"(0.22876089257166018, 22.08278250437479)",0
./results/DESIGNATE/R_0.210130490915493_0.8672087911240176.png,"(0.210130490915493, 0.8672087911240176)",2101,312,"(0.1259557217008318, 18.414673976414882)",0
./results/DESIGNATE/R_0.2381354956077316_0.8313876817066675.png,"(0.2381354956077316, 0.8313876817066675)",2381,299,"(0.011791948251343427, 18.376792590742678)",0
./results/DESIGNATE/R_0.20801239303966623_0.9725574719323831.png,"(0.20801239303966623, 0.9725574719323831)",2080,350,"(0.018693404755798945, 29.98683644987264)",0
./results/DESIGNATE/R_0.20801233201641084_0.9533237533934996.png,"(0.20801233201641084, 0.9533237533934996)",2080,343,"(0.0010150341534032764, 23.98728315092778)",0
./results/DESIGNATE/R_0.20801355375619995_0.8674252223752729.png,"(0.20801355375619995, 0.8674252223752729)",2080,312,"(0.0009442314565125573, 18.630649555238595)",0
./results/DESIGNATE/R_0.15766872900722204_0.9786648470868345.png,"(0.15766872900722204, 0.9786648470868345)",1576,352,"(0.28955557579961355, 22.775438723887376)",0
./results/DESIGNATE/R_0.23701844116698467_0.8761381909322234.png,"(0.23701844116698467, 0.8761381909322234)",2370,315,"(0.2228267067729197, 18.257466163347686)",0
./results/DESIGNATE/R_0.23847628843273283_0.8048570769770985.png,"(0.23847628843273283, 0.8048570769770985)",2384,289,"(0.2161943810466361, 20.05330686216907)",0
./results/DESIGNATE/R_0.2080134927329446_0.9400423320829622.png,"(0.2080134927329446, 0.9400423320829622)",2080,338,"(0.005385342800305423, 19.39568933864649)",0
./results/DESIGNATE/R_0.20801210580223217_0.8584386992241468.png,"(0.20801210580223217, 0.8584386992241468)",2080,309,"(0.002178052847240035, 21.16155100679876)",0
./results/DESIGNATE/R_0.18936651717851438_0.8620844336293138.png,"(0.18936651717851438, 0.8620844336293138)",1893,310,"(0.2023226455171152, 17.580934398063093)",0
./results/DESIGNATE/R_0.15194037353749695_0.863441047395946.png,"(0.15194037353749695, 0.863441047395946)",1519,310,"(0.22811523889403054, 14.009501731984084)",0
./results/DESIGNATE/R_0.24049060109241274_0.8674252223752729.png,"(0.24049060109241274, 0.8674252223752729)",2404,312,"(0.1250585849140861, 16.460621407270978)",0
./results/DESIGNATE/R_0.20801238495747232_0.9784667097185652.png,"(0.20801238495747232, 0.9784667097185652)",2080,352,"(0.0024809975447084498, 20.87130624422738)",0
./results/DESIGNATE/R_0.2101318778462054_0.8672087650229443.png,"(0.2101318778462054, 0.8672087650229443)",2101,312,"(0.22071376261994916, 28.24892240466398)",0
./results/DESIGNATE/R_0.10541812919337251_0.8620844336293138.png,"(0.10541812919337251, 0.8620844336293138)",1054,310,"(0.2267846975088968, 24.53833640486193)",0
./results/DESIGNATE/R_0.1582718616200894_0.725197284605085.png,"(0.1582718616200894, 0.725197284605085)",1582,261,"(0.12006544665992382, 22.63287463052706)",0
./results/DESIGNATE/R_0.18081554730379504_0.9728521770938746.png,"(0.18081554730379504, 0.9728521770938746)",1808,350,"(0.23438430528196436, 15.672434876945713)",0
./results/DESIGNATE/R_0.20801238495747232_0.8668251463521935.png,"(0.20801238495747232, 0.8668251463521935)",2080,312,"(0.007928312861971225, 24.77178582164838)",0
./results/DESIGNATE/R_0.23357394757836208_0.8442450143847352.png,"(0.23357394757836208, 0.8442450143847352)",2335,303,"(0.15907651147108876, 16.225110858784387)",0
./results/DESIGNATE/R_0.1582718616200894_0.987720566774835.png,"(0.1582718616200894, 0.987720566774835)",1582,355,"(0.050521913509566835, 16.795681119954246)",0
./results/DESIGNATE/R_0.1582718616200894_0.8345426077669134.png,"(0.1582718616200894, 0.8345426077669134)",1582,300,"(0.06347499396577583, 14.480225814043283)",0
./results/DESIGNATE/R_0.23950430817975382_0.7048679185050737.png,"(0.23950430817975382, 0.7048679185050737)",2395,253,"(0.2258183700424803, 27.657813152402813)",0
./results/DESIGNATE/R_0.210130490915493_0.8674233436692839.png,"(0.210130490915493, 0.8674233436692839)",2101,312,"(0.21822398408209187, 23.46028133973795)",0
./results/DESIGNATE/R_0.2080134927329446_0.8685732152984642.png,"(0.2080134927329446, 0.8685732152984642)",2080,312,"(0.017552321825349337, 25.34282266747987)",0
./results/DESIGNATE/R_0.2080134927329446_0.867213058312874.png,"(0.2080134927329446, 0.867213058312874)",2080,312,"(0.006394473183381327, 20.684454108056695)",0
./results/DESIGNATE/R_0.1582718616200894_0.7240492915075745.png,"(0.1582718616200894, 0.7240492915075745)",1582,260,"(0.11755264920595443, 19.631719763017827)",0
./results/DESIGNATE/R_0.2567000562488996_0.8674276108581404.png,"(0.2567000562488996, 0.8674276108581404)",2567,312,"(0.22760760271589034, 16.421312365280293)",0
./results/DESIGNATE/R_0.20099761574939223_0.995597444881625.png,"(0.20099761574939223, 0.995597444881625)",2009,358,"(0.2672409322986212, 15.867182793924766)",0
./results/DESIGNATE/R_0.0029779964373558843_0.8753052180772759.png,"(0.0029779964373558843, 0.8753052180772759)",29,315,"(0.22787086067351486, 20.37158333163941)",0
./results/DESIGNATE/R_0.1582718616200894_0.695018269360624.png,"(0.1582718616200894, 0.695018269360624)",1582,250,"(0.18263115036478014, 25.210105915034084)",0
./results/DESIGNATE/R_0.2080134927329446_0.909491289138689.png,"(0.2080134927329446, 0.909491289138689)",2080,327,"(0.02287685773697158, 23.193795309131296)",0
./results/DESIGNATE/R_0.2080134927329446_0.8695972865128425.png,"(0.2080134927329446, 0.8695972865128425)",2080,313,"(0.012834502905991287, 19.45827846147175)",0
./results/DESIGNATE/R_0.2486814709214614_0.8620844336293138.png,"(0.2486814709214614, 0.8620844336293138)",2486,310,"(0.3820509223958752, 27.33626023756988)",0
./results/DESIGNATE/R_0.20801234959025172_0.8844500419006927.png,"(0.20801234959025172, 0.8844500419006927)",2080,318,"(0.0045731787278707366, 20.886065529686853)",0
./results/DESIGNATE/R_0.17470427379465134_0.7751337870709538.png,"(0.17470427379465134, 0.7751337870709538)",1747,279,"(0.1704942549313752, 28.11261761848104)",0
./results/DESIGNATE/R_0.1582718616200894_0.8818252948990501.png,"(0.1582718616200894, 0.8818252948990501)",1582,317,"(0.08543535908589779, 24.476226389856965)",0
./results/DESIGNATE/R_0.2094000859816421_0.8672087911240176.png,"(0.2094000859816421, 0.8672087911240176)",2094,312,"(0.2224048737717679, 18.985048710331867)",0
./results/DESIGNATE/R_0.2080134927329446_0.9855484285508277.png,"(0.2080134927329446, 0.9855484285508277)",2080,354,"(0.004791093951965832, 26.981906422730802)",0
./results/DESIGNATE/R_0.1582718616200894_0.7232174373354424.png,"(0.1582718616200894, 0.7232174373354424)",1582,260,"(0.11020444674962655, 14.550915795540256)",0
./results/DESIGNATE/R_0.210130490915493_0.8682663441865905.png,"(0.210130490915493, 0.8682663441865905)",2101,312,"(0.22297233780416476, 25.969259737568485)",0
./results/DESIGNATE/R_0.1582718616200894_0.8840873668176046.png,"(0.1582718616200894, 0.8840873668176046)",1582,318,"(0.08921761656145415, 14.425645801264611)",0
./results/DESIGNATE/R_0.2080134927329446_0.8600974832059646.png,"(0.2080134927329446, 0.8600974832059646)",2080,309,"(0.015951524951321083, 24.13358047915049)",0
./results/DESIGNATE/R_0.2381354956077316_0.8619450927732992.png,"(0.2381354956077316, 0.8619450927732992)",2381,310,"(0.009054740019207023, 27.41005176247299)",0
./results/DESIGNATE/R_0.2381354956077316_0.9829174374295035.png,"(0.2381354956077316, 0.9829174374295035)",2381,353,"(0.009327475605063803, 22.389092565052223)",0
./results/DESIGNATE/R_0.2080134927329446_0.7889114560466058.png,"(0.2080134927329446, 0.7889114560466058)",2080,284,"(0.0346910766761329, 23.221671234647502)",0
./results/DESIGNATE/R_0.18447677691466866_0.7085148316997794.png,"(0.18447677691466866, 0.7085148316997794)",1844,255,"(0.34007763976102423, 13.184841170914602)",0
./results/DESIGNATE/R_0.20648110407040424_0.8674252223752729.png,"(0.20648110407040424, 0.8674252223752729)",2064,312,"(0.23034583273355405, 24.189516917564966)",0
./results/DESIGNATE/R_0.18361797589810105_0.867348131980032.png,"(0.18361797589810105, 0.867348131980032)",1836,312,"(0.21249332621462894, 28.40121142390316)",0
./results/DESIGNATE/R_0.2357252819557566_0.8609316237749993.png,"(0.2357252819557566, 0.8609316237749993)",2357,309,"(0.2707480589756878, 24.74567657724945)",0
./results/DESIGNATE/R_0.2080134927329446_0.8415159323158181.png,"(0.2080134927329446, 0.8415159323158181)",2080,302,"(0.0011417808447511419, 24.129875121469013)",0
./results/DESIGNATE/R_0.17408786315355998_0.8674252318607005.png,"(0.17408786315355998, 0.8674252318607005)",1740,312,"(0.21303809530684878, 13.526869229780996)",0
./results/DESIGNATE/R_0.2080134927329446_0.8837908541696721.png,"(0.2080134927329446, 0.8837908541696721)",2080,318,"(0.021097079884524597, 28.608905851528284)",0
./results/DESIGNATE/R_0.1582718616200894_0.7210834932524816.png,"(0.1582718616200894, 0.7210834932524816)",1582,259,"(0.10845304550994896, 17.10871633815344)",0
./results/DESIGNATE/R_0.20801355375619995_0.8674060998785625.png,"(0.20801355375619995, 0.8674060998785625)",2080,312,"(0.0009463144613130368, 17.070225933915232)",0
./results/DESIGNATE/R_0.2080134927329446_0.808398435143958.png,"(0.2080134927329446, 0.808398435143958)",2080,291,"(0.0027323259724947755, 23.918689157165353)",0
./results/DESIGNATE/R_0.20801238495747232_0.8681358693125574.png,"(0.20801238495747232, 0.8681358693125574)",2080,312,"(0.0015236230367081248, 14.979915107269804)",0
./results/DESIGNATE/R_0.1582718616200894_0.7669955748308503.png,"(0.1582718616200894, 0.7669955748308503)",1582,276,"(0.09284530335845086, 13.035310599627026)",0
./results/DESIGNATE/R_0.2282311569714414_0.9073086703996531.png,"(0.2282311569714414, 0.9073086703996531)",2282,326,"(0.22605024591833764, 29.88097406560457)",0
./results/DESIGNATE/R_0.1582718616200894_0.8674240440438054.png,"(0.1582718616200894, 0.8674240440438054)",1582,312,"(0.05560456378957328, 22.059059718969966)",0
./results/DESIGNATE/R_0.2381354956077316_0.9441272808998487.png,"(0.2381354956077316, 0.9441272808998487)",2381,339,"(0.012050658623661208, 16.929174922685206)",0
./results/DESIGNATE/R_0.22663169314860468_0.8674276108581404.png,"(0.22663169314860468, 0.8674276108581404)",2266,312,"(0.34979658686858395, 13.616507277903558)",0
./results/DESIGNATE/R_0.20089096133022402_0.8674276108581404.png,"(0.20089096133022402, 0.8674276108581404)",2008,312,"(0.2237670532661191, 18.906665592010626)",0
./results/DESIGNATE/R_0.21034994486656694_0.8672087911240176.png,"(0.21034994486656694, 0.8672087911240176)",2103,312,"(0.21646151965639138, 12.491715398224274)",0
./results/DESIGNATE/R_0.1580524076690155_0.725197284605085.png,"(0.1580524076690155, 0.725197284605085)",1580,261,"(0.18231566602282628, 23.02908583164335)",0
./results/DESIGNATE/R_0.1582718616200894_0.7339726002217495.png,"(0.1582718616200894, 0.7339726002217495)",1582,264,"(0.11446686827119171, 20.350104217924425)",0
./results/DESIGNATE/R_0.2548379284064515_0.8674276108581404.png,"(0.2548379284064515, 0.8674276108581404)",2548,312,"(0.19404552270672704, 27.72306868684269)",0
./results/DESIGNATE/R_0.2381354956077316_0.9088393144234991.png,"(0.2381354956077316, 0.9088393144234991)",2381,327,"(0.01143416123728164, 27.599475934104028)",0
./results/DESIGNATE/R_0.20801238495747232_0.964573374541697.png,"(0.20801238495747232, 0.964573374541697)",2080,347,"(0.01000086995816362, 20.4968394311244)",0
./results/DESIGNATE/R_0.2080135557934759_0.9299426348394245.png,"(0.2080135557934759, 0.9299426348394245)",2080,334,"(0.0010067918497802637, 14.288210947022396)",0
./results/DESIGNATE/R_0.2599432136414127_0.9573124292909927.png,"(0.2599432136414127, 0.9573124292909927)",2599,344,"(0.08983076418150635, 21.270818500299942)",0
./results/DESIGNATE/R_0.1582718616200894_0.8586296058358058.png,"(0.1582718616200894, 0.8586296058358058)",1582,309,"(0.06727832895208413, 17.312389314972872)",0
./results/DESIGNATE/R_0.21058661394512226_0.7751337870709538.png,"(0.21058661394512226, 0.7751337870709538)",2105,279,"(0.08064143638226434, 19.62684941865647)",0
./results/DESIGNATE/R_0.2080134927329446_0.8690751212886662.png,"(0.2080134927329446, 0.8690751212886662)",2080,312,"(0.020186724070158115, 18.51165409381992)",0
./results/DESIGNATE/R_0.1582718616200894_0.9357762503718363.png,"(0.1582718616200894, 0.9357762503718363)",1582,336,"(0.2115680450471695, 15.663280150606212)",0
./results/DESIGNATE/R_0.20801349069566866_0.8674252223752729.png,"(0.20801349069566866, 0.8674252223752729)",2080,312,"(0.0009442391260203874, 17.947186379719476)",0
./results/DESIGNATE/R_0.20693842980192087_0.7765148072254897.png,"(0.20693842980192087, 0.7765148072254897)",2069,279,"(0.2471011671000032, 17.27798284609478)",0
./results/DESIGNATE/R_0.22062504806108227_0.8674962869472624.png,"(0.22062504806108227, 0.8674962869472624)",2206,312,"(0.8305856050771672, 26.650941185679798)",0
./results/DESIGNATE/R_0.20801347061091452_0.9084377132967367.png,"(0.20801347061091452, 0.9084377132967367)",2080,327,"(0.014273213913602534, 25.85378372277416)",0
./results/DESIGNATE/R_0.15848738873511511_0.880788821968581.png,"(0.15848738873511511, 0.880788821968581)",1584,317,"(0.22637782550297006, 15.189905268915588)",0
./results/DESIGNATE/R_0.2381354956077316_0.9046929008252591.png,"(0.2381354956077316, 0.9046929008252591)",2381,325,"(0.012361436137455351, 14.418835896878752)",0
./results/DESIGNATE/R_0.06472123988994424_0.7251059190923443.png,"(0.06472123988994424, 0.7251059190923443)",647,261,"(0.21532490651989708, 13.526250945779973)",0
./results/DESIGNATE/R_0.2381354956077316_0.7522190832764329.png,"(0.2381354956077316, 0.7522190832764329)",2381,270,"(0.016575239429130924, 23.503766979673017)",0
./results/DESIGNATE/R_0.2080134927329446_0.8701438276488427.png,"(0.2080134927329446, 0.8701438276488427)",2080,313,"(0.015129258433890546, 20.59463951183033)",0
./results/DESIGNATE/R_0.20807825064143598_0.7222946497187553.png,"(0.20807825064143598, 0.7222946497187553)",2080,260,"(0.01917828790368161, 28.79292417271611)",0
./results/DESIGNATE/R_0.20779685784244667_0.9508993128202825.png,"(0.20779685784244667, 0.9508993128202825)",2077,342,"(0.3096177661679925, 28.22685631383733)",0
./results/DESIGNATE/R_0.20801355375619995_0.8643572899719356.png,"(0.20801355375619995, 0.8643572899719356)",2080,311,"(0.008736605582055313, 16.06650401654246)",0
./results/DESIGNATE/R_0.2599266733030206_0.8667120487748032.png,"(0.2599266733030206, 0.8667120487748032)",2599,312,"(0.08695001347211273, 22.823566134514614)",0
./results/DESIGNATE/R_0.1582718616200894_0.7276739736073736.png,"(0.1582718616200894, 0.7276739736073736)",1582,261,"(0.10847086677342595, 27.130279103787963)",0
./results/DESIGNATE/R_0.2434012257534656_0.9091271656073362.png,"(0.2434012257534656, 0.9091271656073362)",2434,327,"(0.20553736950456744, 23.99132221453496)",0
./results/DESIGNATE/R_0.20742511813112766_0.8128771525221105.png,"(0.20742511813112766, 0.8128771525221105)",2074,292,"(0.2236065286726884, 13.106630383066975)",0
./results/DESIGNATE/R_0.23934053421788942_0.7758493491537367.png,"(0.23934053421788942, 0.7758493491537367)",2393,279,"(0.2333226768968457, 23.92192271540963)",0
./results/DESIGNATE/R_0.2080134927329446_0.8649509217512881.png,"(0.2080134927329446, 0.8649509217512881)",2080,311,"(0.003281070197721757, 29.405588573610775)",0
./results/DESIGNATE/R_0.15300613147449602_0.8671170703632559.png,"(0.15300613147449602, 0.8671170703632559)",1530,312,"(0.24781836458873255, 19.609402895816064)",0
./results/DESIGNATE/R_0.23872393123280386_0.873197400533239.png,"(0.23872393123280386, 0.873197400533239)",2387,314,"(0.23703063774324235, 28.281116365638333)",0
./results/DESIGNATE/R_0.2080123843538239_0.9604881124340389.png,"(0.2080123843538239, 0.9604881124340389)",2080,345,"(0.006170373737756637, 28.31633952852355)",0
./results/DESIGNATE/R_0.2381354956077316_0.7983353466796411.png,"(0.2381354956077316, 0.7983353466796411)",2381,287,"(0.01561351139041634, 24.054433496617552)",0
./results/DESIGNATE/R_0.20801347121456293_0.950197536015441.png,"(0.20801347121456293, 0.950197536015441)",2080,342,"(0.000990646644597261, 21.247212234338154)",0
./results/DESIGNATE/R_0.22465749575465713_0.8674276108581404.png,"(0.22465749575465713, 0.8674276108581404)",2246,312,"(0.20525111160208787, 26.200818991363327)",0
./results/DESIGNATE/R_0.1582718616200894_0.7293966047910135.png,"(0.1582718616200894, 0.7293966047910135)",1582,262,"(0.12110615654655006, 14.868945179581413)",0
./results/DESIGNATE/R_0.14440072353544461_0.7290170899540718.png,"(0.14440072353544461, 0.7290170899540718)",1444,262,"(0.19457119972958872, 14.663036886893655)",0
./results/DESIGNATE/R_0.2381354956077316_0.8639044844295525.png,"(0.2381354956077316, 0.8639044844295525)",2381,311,"(0.012612295840143941, 23.775502811706964)",0
./results/DESIGNATE/R_0.20324814892981904_0.7209130641246968.png,"(0.20324814892981904, 0.7209130641246968)",2032,259,"(0.2298399286277806, 13.393047246011655)",0
./results/DESIGNATE/R_0.20823640437024096_0.879534778962139.png,"(0.20823640437024096, 0.879534778962139)",2082,316,"(0.2996626661820224, 16.24733271326553)",0
./results/DESIGNATE/R_0.23956378085613692_0.9039180731986214.png,"(0.23956378085613692, 0.9039180731986214)",2395,325,"(0.21978039155747614, 20.28207925416442)",0
./results/DESIGNATE/R_0.1955351685548204_0.7786545250161545.png,"(0.1955351685548204, 0.7786545250161545)",1955,280,"(0.19564754943227045, 15.52063369913811)",0
./results/DESIGNATE/R_0.16303720542321495_0.8717118308676575.png,"(0.16303720542321495, 0.8717118308676575)",1630,313,"(0.22908072430413826, 13.705277289834683)",0
./results/DESIGNATE/R_0.23791144082774238_0.980251103159183.png,"(0.23791144082774238, 0.980251103159183)",2379,352,"(0.023205884549324172, 26.524308572398738)",0
./results/DESIGNATE/R_0.24508388567723247_0.7901321210702402.png,"(0.24508388567723247, 0.7901321210702402)",2450,284,"(0.174600205464403, 26.885813704373987)",0
./results/DESIGNATE/R_0.1655568645893614_0.8674276108581404.png,"(0.1655568645893614, 0.8674276108581404)",1655,312,"(0.22304033820320754, 25.892020104473687)",0
./results/DESIGNATE/R_0.1582718616200894_0.9159969005903664.png,"(0.1582718616200894, 0.9159969005903664)",1582,329,"(0.22879942144899168, 25.560153780580286)",0
./results/DESIGNATE/R_0.20875456997307043_0.7139693443428555.png,"(0.20875456997307043, 0.7139693443428555)",2087,257,"(0.1191997629663756, 23.550180495816782)",0
./results/DESIGNATE/R_0.2080134878010583_0.8674276108581404.png,"(0.2080134878010583, 0.8674276108581404)",2080,312,"(0.0009442314565125573, 15.242637304721484)",0
./results/DESIGNATE/R_0.161515987100839_0.725197284605085.png,"(0.161515987100839, 0.725197284605085)",1615,261,"(0.21053580092881402, 26.151580792804534)",0
./results/DESIGNATE/R_0.22307107733418208_0.9818111692338519.png,"(0.22307107733418208, 0.9818111692338519)",2230,353,"(0.29210558030465883, 28.16636490417445)",0
./results/DESIGNATE/R_0.2080134927329446_0.8460840369471208.png,"(0.2080134927329446, 0.8460840369471208)",2080,304,"(0.0010613522233812863, 12.875534612099337)",0
./results/DESIGNATE/R_0.23739447939086109_0.8674252223752729.png,"(0.23739447939086109, 0.8674252223752729)",2373,312,"(0.2299808488704931, 12.767035229700719)",0
./results/DESIGNATE/R_0.20801238988935858_0.9533944177262611.png,"(0.20801238988935858, 0.9533944177262611)",2080,343,"(0.001012625590524985, 20.088655307529315)",0
./results/DESIGNATE/R_0.17267657285806745_0.9088393144234991.png,"(0.17267657285806745, 0.9088393144234991)",1726,327,"(0.23007874444202606, 15.66450355755221)",0
./results/DESIGNATE/R_0.1582718616200894_0.7399598447093113.png,"(0.1582718616200894, 0.7399598447093113)",1582,266,"(0.091295897263626, 21.325682771544365)",0
./results/DESIGNATE/R_0.2099365509489654_0.9519241827247704.png,"(0.2099365509489654, 0.9519241827247704)",2099,342,"(0.26063759452824725, 27.644866088636128)",0
./results/DESIGNATE/R_0.16709916573359473_0.7663745940449589.png,"(0.16709916573359473, 0.7663745940449589)",1670,275,"(0.28083974529640304, 24.929936680051263)",0
./results/DESIGNATE/R_0.22877299271516555_0.8674276108581404.png,"(0.22877299271516555, 0.8674276108581404)",2287,312,"(0.2317068290624409, 26.662977036548135)",0
./results/DESIGNATE/R_0.15919607055515336_0.8674049215470949.png,"(0.15919607055515336, 0.8674049215470949)",1591,312,"(0.3228367664416958, 24.213879287550743)",0
./results/DESIGNATE/R_0.23805918672852025_0.844403856421876.png,"(0.23805918672852025, 0.844403856421876)",2380,303,"(0.019732789340005306, 26.374125033523583)",0
./results/DESIGNATE/R_0.20801347061091452_0.985499112086363.png,"(0.20801347061091452, 0.985499112086363)",2080,354,"(0.005373636798556066, 28.89635845109383)",0
./results/DESIGNATE/R_0.19812350382274466_0.6509789795039436.png,"(0.19812350382274466, 0.6509789795039436)",1981,234,"(0.15837494524264054, 27.104324388083405)",0
./results/DESIGNATE/R_0.22115337531267307_0.7751337870709538.png,"(0.22115337531267307, 0.7751337870709538)",2211,279,"(0.22927960031387454, 13.111076127574393)",0
./results/DESIGNATE/R_0.20801347115080587_0.9605069253055832.png,"(0.20801347115080587, 0.9605069253055832)",2080,345,"(0.007324797694393686, 14.529916103495498)",0
./results/DESIGNATE/R_0.23282086739606597_0.8622331397068691.png,"(0.23282086739606597, 0.8622331397068691)",2328,310,"(0.21131151353079675, 29.81398302551536)",0
./results/DESIGNATE/R_0.2176672757246102_0.9491708819238954.png,"(0.2176672757246102, 0.9491708819238954)",2176,341,"(0.28817360890042176, 18.734286262653796)",0
./results/DESIGNATE/R_0.20801355375619995_0.7720093553688075.png,"(0.20801355375619995, 0.7720093553688075)",2080,277,"(0.027843254237285522, 29.233418665235106)",0
./results/DESIGNATE/R_0.1864715724207913_0.8674276108581404.png,"(0.1864715724207913, 0.8674276108581404)",1864,312,"(0.20666371485499224, 20.84977823286713)",0
./results/DESIGNATE/R_0.1569882804408003_0.9096570473873464.png,"(0.1569882804408003, 0.9096570473873464)",1569,327,"(0.2573345784712679, 22.109418758232326)",0
./results/DESIGNATE/R_0.267489218110853_0.9779300067917686.png,"(0.267489218110853, 0.9779300067917686)",2674,352,"(0.22110858063351432, 19.217175667115725)",0
./results/DESIGNATE/R_0.1582718616200894_0.6356743032055203.png,"(0.1582718616200894, 0.6356743032055203)",1582,228,"(0.15310047526565124, 14.01227160567695)",0
./results/DESIGNATE/R_0.1582718616200894_0.8693226697460154.png,"(0.1582718616200894, 0.8693226697460154)",1582,312,"(0.05727844489019493, 16.55233976935584)",0
./results/DESIGNATE/R_0.09584407344546514_0.8674252223752729.png,"(0.09584407344546514, 0.8674252223752729)",958,312,"(0.22209506236310753, 24.64279254757121)",0
./results/DESIGNATE/R_0.2092959661367615_0.9692628770955697.png,"(0.2092959661367615, 0.9692628770955697)",2092,348,"(0.19703848260750478, 19.661295133117115)",0
./results/DESIGNATE/R_0.247145004620534_0.8620844336293138.png,"(0.247145004620534, 0.8620844336293138)",2471,310,"(0.2293545968179017, 14.556650842778946)",0
./results/DESIGNATE/R_0.2381286984822574_0.8612322757640842.png,"(0.2381286984822574, 0.8612322757640842)",2381,310,"(0.01099427883922473, 25.498557306231614)",0
./results/DESIGNATE/R_0.20419286195896072_0.8782339138909.png,"(0.20419286195896072, 0.8782339138909)",2041,316,"(0.2319160114496902, 26.588606008787167)",0
./results/DESIGNATE/R_0.20801238495747232_0.9482609709604728.png,"(0.20801238495747232, 0.9482609709604728)",2080,341,"(0.000985132358273903, 23.786476877211904)",0
./results/DESIGNATE/R_0.1582718616200894_0.7338362469969768.png,"(0.1582718616200894, 0.7338362469969768)",1582,264,"(0.11768341583866307, 16.7249057204585)",0
./results/DESIGNATE/R_0.19205567588108569_0.8674049215470949.png,"(0.19205567588108569, 0.8674049215470949)",1920,312,"(0.222499326894533, 29.74797716071762)",0
./results/DESIGNATE/R_0.22769798527295124_0.8930586822157005.png,"(0.22769798527295124, 0.8930586822157005)",2276,321,"(0.3096214474104141, 15.929284302051745)",0
./results/DESIGNATE/R_0.2080134927329446_0.8836672118459699.png,"(0.2080134927329446, 0.8836672118459699)",2080,318,"(0.00692998332268316, 21.423246882284992)",0
./results/DESIGNATE/R_0.16080773891017935_0.9818111692338519.png,"(0.16080773891017935, 0.9818111692338519)",1608,353,"(0.23839955464371343, 23.318555898361815)",0
./results/DESIGNATE/R_0.2080134927329446_0.729595295985586.png,"(0.2080134927329446, 0.729595295985586)",2080,262,"(0.020266801130432277, 17.899143846726766)",0
./results/DESIGNATE/R_0.24726503794218138_0.7124581329884322.png,"(0.24726503794218138, 0.7124581329884322)",2472,256,"(0.2671967161475013, 13.397896599301287)",0
./results/DESIGNATE/R_0.20801355375619995_0.8687930605230338.png,"(0.20801355375619995, 0.8687930605230338)",2080,312,"(0.017120023658762733, 27.901604215853908)",0
./results/DESIGNATE/R_0.19592336046415634_0.9441272808998487.png,"(0.19592336046415634, 0.9441272808998487)",1959,339,"(0.21528466776302377, 14.670470832576004)",0
./results/DESIGNATE/R_0.20801238495747232_0.9200394403593973.png,"(0.20801238495747232, 0.9200394403593973)",2080,331,"(0.009977953496336404, 12.818477029670305)",0
./results/DESIGNATE/R_0.18524275424132403_0.8674252223752729.png,"(0.18524275424132403, 0.8674252223752729)",1852,312,"(0.07750227392478833, 25.019933853203426)",0
./results/DESIGNATE/R_0.23918001797421326_0.9142928005088068.png,"(0.23918001797421326, 0.9142928005088068)",2391,329,"(0.21507653724404752, 20.566236301430664)",0
